age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
30, Private, HS-grad,9, Never-married, Priv-house-serv, Own-child, White, Female,0,0,40, Guatemala
21, Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States
22, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States
32, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States
26, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States
27, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States
20, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States
26, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States
27, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States
51, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States
21, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States
28, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States
36, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States
18, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Dominican-Republic
24, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States
20, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States
45, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States
41, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,1831,0,40, Peru
27, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States
51, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States
22, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States
18, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States
33, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, ?
28, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States
25, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,2176,0,40, United-States
19, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States
19, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States
23, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States
21, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Peru
20, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,42, United-States
21, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,44, United-States
21, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, United-States
40, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, United-States
27, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Female,0,0,45, United-States
24, Private, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Female,0,0,45, United-States
23, Private, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,45, United-States
24, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,48, United-States
47, Private, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, Cuba
24, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,55, United-States
37, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,55, United-States
25, Private, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Male,0,0,26, United-States
21, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Mexico
32, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,72, Mexico
24, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States
20, Private, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States
41, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States
37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Own-child, White, Male,3137,0,40, United-States
22, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States
28, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States
25, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States
27, Private, HS-grad,9, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States
32, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States
28, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States
38, Private, HS-grad,9, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,45, United-States
22, Private, HS-grad,9, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,50, United-States
47, Private, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Female,0,0,38, United-States
46, Private, HS-grad,9, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,15, United-States
30, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,20, United-States
33, Private, HS-grad,9, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,25, United-States
28, Private, HS-grad,9, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,35, United-States
20, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,36, ?
28, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States
36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,2002,40, United-States
24, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,40, United-States
23, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,2105,0,40, United-States
24, Private, HS-grad,9, Married-spouse-absent, Transport-moving, Own-child, White, Male,0,0,40, Peru
22, Private, HS-grad,9, Married-spouse-absent, Other-service, Own-child, White, Female,0,0,3, United-States
24, Private, HS-grad,9, Married-spouse-absent, Sales, Own-child, White, Female,0,0,36, United-States
40, Private, HS-grad,9, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0,0,38, United-States
29, Private, HS-grad,9, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0,0,40, United-States
40, Private, HS-grad,9, Married-spouse-absent, Other-service, Own-child, White, Female,0,0,40, United-States
27, Private, HS-grad,9, Married-spouse-absent, Farming-fishing, Own-child, White, Female,0,0,40, Mexico
21, Private, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Own-child, White, Female,0,0,40, Dominican-Republic
44, Local-gov, HS-grad,9, Divorced, Transport-moving, Own-child, White, Male,0,0,25, United-States
27, Local-gov, HS-grad,9, Divorced, Protective-serv, Own-child, White, Male,0,0,40, United-States
39, Local-gov, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Male,0,0,42, United-States
41, Local-gov, HS-grad,9, Divorced, Exec-managerial, Own-child, White, Male,0,0,45, United-States
30, Local-gov, HS-grad,9, Divorced, Protective-serv, Own-child, White, Female,0,0,32, United-States
33, Local-gov, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,1138,40, United-States
23, Local-gov, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Cuba
40, Local-gov, HS-grad,9, Divorced, Craft-repair, Own-child, White, Female,0,0,40, Puerto-Rico
41, Local-gov, HS-grad,9, Separated, Transport-moving, Own-child, White, Male,0,0,40, United-States
28, Local-gov, HS-grad,9, Separated, Transport-moving, Own-child, White, Male,0,0,45, United-States
33, Local-gov, HS-grad,9, Separated, Other-service, Own-child, White, Female,0,0,80, United-States
28, Local-gov, HS-grad,9, Separated, Transport-moving, Own-child, White, Female,0,0,25, United-States
31, Local-gov, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,64, United-States
25, Local-gov, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,1719,16, United-States
29, Local-gov, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States
22, Local-gov, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States
19, Local-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States
27, Local-gov, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,38, United-States
23, Local-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
20, Local-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
19, Local-gov, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
46, Local-gov, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
25, Local-gov, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
40, Local-gov, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States
32, Local-gov, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States
24, Local-gov, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States
25, Local-gov, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States
27, Local-gov, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States
22, Local-gov, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States
27, Local-gov, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States
27, Local-gov, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States
35, Local-gov, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States
34, Local-gov, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States
31, Local-gov, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States
31, Local-gov, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States
23, Local-gov, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States
20, Local-gov, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
29, Local-gov, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,48, United-States
18, Local-gov, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,60, United-States
22, Local-gov, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,53, United-States
29, Local-gov, HS-grad,9, Never-married, Transport-moving, Own-child, White, Female,0,0,37, United-States
39, Local-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States
34, Local-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
40, Local-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
31, Local-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
48, Local-gov, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States
23, Local-gov, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,45, United-States
30, State-gov, HS-grad,9, Married-AF-spouse, Adm-clerical, Own-child, White, Female,0,0,38, United-States
48, State-gov, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,8614,0,40, United-States
35, State-gov, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States
26, State-gov, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,30, United-States
50, State-gov, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States
36, State-gov, HS-grad,9, Separated, Other-service, Own-child, White, Female,0,0,32, United-States
45, State-gov, HS-grad,9, Separated, Adm-clerical, Own-child, White, Female,0,0,40, United-States
18, State-gov, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States
59, State-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
18, State-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
35, State-gov, HS-grad,9, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States
23, State-gov, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States
27, State-gov, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,2174,0,40, United-States
32, State-gov, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States
20, State-gov, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States
21, State-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,43, United-States
23, State-gov, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,21, United-States
25, State-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
19, State-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
19, State-gov, HS-grad,9, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States
37, State-gov, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States
25, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,35, United-States
28, State-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States
26, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States
22, Federal-gov, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,43, United-States
21, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,36, United-States
43, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
22, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
41, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
24, Federal-gov, HS-grad,9, Never-married, Armed-Forces, Own-child, White, Male,0,0,40, United-States
25, Federal-gov, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States
28, Federal-gov, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,48, United-States
33, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States
20, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
31, Federal-gov, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States
19, Without-pay, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,10, United-States
19, Without-pay, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States
22, Without-pay, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,4416,0,40, United-States
22, Self-emp-inc, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,24, United-States
19, Self-emp-inc, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States
24, Self-emp-inc, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
28, Self-emp-inc, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States
27, Self-emp-inc, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,45, United-States
26, Self-emp-inc, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,50, United-States
34, Self-emp-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,55, United-States
18, Self-emp-inc, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,60, United-States
20, Self-emp-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,70, United-States
18, Self-emp-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Female,0,0,8, United-States
20, Self-emp-inc, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States
28, Self-emp-inc, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States
32, Self-emp-not-inc, HS-grad,9, Divorced, Sales, Own-child, White, Male,0,1590,62, United-States
37, Self-emp-not-inc, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States
43, Self-emp-not-inc, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,0,0,35, United-States
28, Self-emp-not-inc, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States
42, Self-emp-not-inc, HS-grad,9, Divorced, Sales, Own-child, White, Male,0,0,50, ?
46, Self-emp-not-inc, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,0,0,50, United-States
35, Self-emp-not-inc, HS-grad,9, Divorced, Farming-fishing, Own-child, White, Male,0,0,50, United-States
38, Self-emp-not-inc, HS-grad,9, Divorced, Farming-fishing, Own-child, White, Male,0,0,50, United-States
59, Self-emp-not-inc, HS-grad,9, Divorced, Other-service, Own-child, White, Female,0,0,24, United-States
25, Self-emp-not-inc, HS-grad,9, Separated, Craft-repair, Own-child, White, Male,0,0,35, United-States
35, Self-emp-not-inc, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,8614,0,40, United-States
19, Self-emp-not-inc, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,53, United-States
37, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,85, United-States
18, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,11, United-States
27, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,80, United-States
42, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,85, United-States
20, Self-emp-not-inc, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,80, United-States
24, Self-emp-not-inc, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States
37, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States
55, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States
25, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States
26, Self-emp-not-inc, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States
28, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
39, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
23, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
19, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
22, Self-emp-not-inc, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, Greece
18, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States
22, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States
20, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States
22, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States
23, Self-emp-not-inc, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States
36, Self-emp-not-inc, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States
20, Self-emp-not-inc, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,45, United-States
18, Self-emp-not-inc, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,48, ?
24, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States
31, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States
26, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States
26, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,60, United-States
29, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,65, United-States
33, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,70, United-States
46, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Female,7298,0,40, United-States
31, ?, HS-grad,9, Never-married, ?, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States
27, Private, HS-grad,9, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States
25, Private, HS-grad,9, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,6849,0,40, United-States
23, Private, HS-grad,9, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States
23, Private, HS-grad,9, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States
22, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States
18, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States
21, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States
20, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,48, United-States
30, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,8, United-States
18, Private, HS-grad,9, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States
19, Private, HS-grad,9, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States
30, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States
26, Local-gov, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States
39, Local-gov, HS-grad,9, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,4650,0,48, United-States
39, Local-gov, HS-grad,9, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States
35, Self-emp-not-inc, HS-grad,9, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,15, United-States
57, ?, HS-grad,9, Divorced, ?, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States
18, ?, HS-grad,9, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0,1602,38, United-States
32, Private, HS-grad,9, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States
28, Private, HS-grad,9, Divorced, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States
43, Private, HS-grad,9, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, South
25, Private, HS-grad,9, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines
36, Private, HS-grad,9, Separated, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines
26, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,80, ?
34, Private, HS-grad,9, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,14084,0,35, China
23, Private, HS-grad,9, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,1, Vietnam
24, Private, HS-grad,9, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,30, ?
23, Private, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States
27, Private, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States
24, Private, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, South
22, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States
23, Private, HS-grad,9, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines
33, Private, HS-grad,9, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States
27, Private, HS-grad,9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States
20, Private, HS-grad,9, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States
27, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines
23, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines
34, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, China
29, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Germany
23, Private, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,48, South
35, Private, HS-grad,9, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,60, United-States
20, Private, HS-grad,9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, ?
18, Private, HS-grad,9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States
20, Private, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,24, Philippines
31, Private, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States
18, Private, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States
23, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam
25, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States
49, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States
37, Private, HS-grad,9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines
19, Private, HS-grad,9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States
31, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam
29, Private, HS-grad,9, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,25, Philippines
30, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,3411,0,40, United-States
30, Private, HS-grad,9, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States
28, Private, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines
35, Local-gov, HS-grad,9, Divorced, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,56, United-States
18, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States
19, Self-emp-not-inc, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States
